"models","params","target","forecast_date"
"JHU_CSSE-DECOM",0.348560990541677,"4 wk ahead cum death","2021-05-31"
"BPagano-RtDriven",0.103087327828242,"4 wk ahead cum death","2021-05-31"
"CEID-Walk",0,"4 wk ahead cum death","2021-05-31"
"RobertWalraven-ESG",0,"4 wk ahead cum death","2021-05-31"
"DDS-NBDS",0,"4 wk ahead cum death","2021-05-31"
"SteveMcConnell-CovidComplete",0,"4 wk ahead cum death","2021-05-31"
"LANL-GrowthRate",0,"4 wk ahead cum death","2021-05-31"
"epiforecasts-ensemble1",0,"4 wk ahead cum death","2021-05-31"
"USC-SI_kJalpha",0,"4 wk ahead cum death","2021-05-31"
"CU-select",0,"4 wk ahead cum death","2021-05-31"
"UA-EpiCovDA",0,"4 wk ahead cum death","2021-05-31"
"JHUAPL-Bucky",0,"4 wk ahead cum death","2021-05-31"
"OliverWyman-Navigator",0,"4 wk ahead cum death","2021-05-31"
"CovidAnalytics-DELPHI",0,"4 wk ahead cum death","2021-05-31"
"Covid19Sim-Simulator",0,"4 wk ahead cum death","2021-05-31"
"MIT_CritData-GBCF",0,"4 wk ahead cum death","2021-05-31"
"CovidAnalytics-DELPHI",-0.0205897258356884,"4 wk ahead inc case","2021-05-31"
"CU-select",0.270356335902006,"4 wk ahead inc case","2021-05-31"
"USC-SI_kJalpha",0.243630009304895,"4 wk ahead inc case","2021-05-31"
"UVA-Ensemble",0.154273163508705,"4 wk ahead inc case","2021-05-31"
"RobertWalraven-ESG",0,"4 wk ahead inc case","2021-05-31"
"LANL-GrowthRate",0,"4 wk ahead inc case","2021-05-31"
"LNQ-ens1",0,"4 wk ahead inc case","2021-05-31"
"Karlen-pypm",0,"4 wk ahead inc case","2021-05-31"
"Covid19Sim-Simulator",0,"4 wk ahead inc case","2021-05-31"
"CEID-Walk",0,"4 wk ahead inc case","2021-05-31"
"JHUAPL-Bucky",0,"4 wk ahead inc case","2021-05-31"
"BPagano-RtDriven",0,"4 wk ahead inc case","2021-05-31"
"JHU_CSSE-DECOM",0,"4 wk ahead inc case","2021-05-31"
"IEM_MED-CovidProject",0,"4 wk ahead inc case","2021-05-31"
"UMass-MechBayes",0.178175769915262,"3 wk ahead inc death","2021-05-31"
"RobertWalraven-ESG",0.114942859793883,"3 wk ahead inc death","2021-05-31"
"Karlen-pypm",0.272904010952368,"3 wk ahead inc death","2021-05-31"
"LNQ-ens1",0.00207336232689646,"3 wk ahead inc death","2021-05-31"
"JHU_CSSE-DECOM",0.368860291927141,"3 wk ahead inc death","2021-05-31"
"OliverWyman-Navigator",0,"3 wk ahead inc death","2021-05-31"
"LANL-GrowthRate",0,"3 wk ahead inc death","2021-05-31"
"SteveMcConnell-CovidComplete",0,"3 wk ahead inc death","2021-05-31"
"CU-select",0,"3 wk ahead inc death","2021-05-31"
"epiforecasts-ensemble1",0,"3 wk ahead inc death","2021-05-31"
"BPagano-RtDriven",0,"3 wk ahead inc death","2021-05-31"
"USC-SI_kJalpha",0,"3 wk ahead inc death","2021-05-31"
"CEID-Walk",0,"3 wk ahead inc death","2021-05-31"
"DDS-NBDS",0,"3 wk ahead inc death","2021-05-31"
"JHUAPL-Bucky",0,"3 wk ahead inc death","2021-05-31"
"UA-EpiCovDA",0,"3 wk ahead inc death","2021-05-31"
"Covid19Sim-Simulator",0,"3 wk ahead inc death","2021-05-31"
"CovidAnalytics-DELPHI",0,"3 wk ahead inc death","2021-05-31"
"MIT_CritData-GBCF",0,"3 wk ahead inc death","2021-05-31"
"Karlen-pypm",0.242036002543595,"3 wk ahead cum death","2021-05-31"
"UMass-MechBayes",0.115020143619135,"3 wk ahead cum death","2021-05-31"
"LNQ-ens1",0.144412451453059,"3 wk ahead cum death","2021-05-31"
"BPagano-RtDriven",0.13713572201566,"3 wk ahead cum death","2021-05-31"
"OliverWyman-Navigator",0.0425986195963964,"3 wk ahead cum death","2021-05-31"
"JHU_CSSE-DECOM",0.212501591252845,"3 wk ahead cum death","2021-05-31"
"CEID-Walk",0.10555182899421,"3 wk ahead cum death","2021-05-31"
"epiforecasts-ensemble1",0,"3 wk ahead cum death","2021-05-31"
"SteveMcConnell-CovidComplete",0,"3 wk ahead cum death","2021-05-31"
"LANL-GrowthRate",0,"3 wk ahead cum death","2021-05-31"
"RobertWalraven-ESG",0,"3 wk ahead cum death","2021-05-31"
"USC-SI_kJalpha",0,"3 wk ahead cum death","2021-05-31"
"DDS-NBDS",0,"3 wk ahead cum death","2021-05-31"
"UA-EpiCovDA",0,"3 wk ahead cum death","2021-05-31"
"CU-select",0,"3 wk ahead cum death","2021-05-31"
"JHUAPL-Bucky",0,"3 wk ahead cum death","2021-05-31"
"MIT_CritData-GBCF",0,"3 wk ahead cum death","2021-05-31"
"CovidAnalytics-DELPHI",0,"3 wk ahead cum death","2021-05-31"
"Covid19Sim-Simulator",0,"3 wk ahead cum death","2021-05-31"
"CU-select",0.300748019966437,"3 wk ahead inc case","2021-05-31"
"LNQ-ens1",0.389664827977776,"3 wk ahead inc case","2021-05-31"
"CovidAnalytics-DELPHI",0,"3 wk ahead inc case","2021-05-31"
"LANL-GrowthRate",0,"3 wk ahead inc case","2021-05-31"
"Karlen-pypm",0,"3 wk ahead inc case","2021-05-31"
"UVA-Ensemble",0,"3 wk ahead inc case","2021-05-31"
"USC-SI_kJalpha",0,"3 wk ahead inc case","2021-05-31"
"RobertWalraven-ESG",0,"3 wk ahead inc case","2021-05-31"
"JHUAPL-Bucky",0,"3 wk ahead inc case","2021-05-31"
"Covid19Sim-Simulator",0,"3 wk ahead inc case","2021-05-31"
"JHU_CSSE-DECOM",0,"3 wk ahead inc case","2021-05-31"
"IEM_MED-CovidProject",0,"3 wk ahead inc case","2021-05-31"
"BPagano-RtDriven",0,"3 wk ahead inc case","2021-05-31"
"CEID-Walk",0,"3 wk ahead inc case","2021-05-31"
"Karlen-pypm",0.309051428262652,"2 wk ahead inc death","2021-05-31"
"UMass-MechBayes",0.135575588478466,"2 wk ahead inc death","2021-05-31"
"RobertWalraven-ESG",0.284622130163424,"2 wk ahead inc death","2021-05-31"
"JHU_CSSE-DECOM",0.2471751763946,"2 wk ahead inc death","2021-05-31"
"LNQ-ens1",0,"2 wk ahead inc death","2021-05-31"
"BPagano-RtDriven",0,"2 wk ahead inc death","2021-05-31"
"epiforecasts-ensemble1",0,"2 wk ahead inc death","2021-05-31"
"Covid19Sim-Simulator",0,"2 wk ahead inc death","2021-05-31"
"SteveMcConnell-CovidComplete",0,"2 wk ahead inc death","2021-05-31"
"CEID-Walk",0,"2 wk ahead inc death","2021-05-31"
"OliverWyman-Navigator",0,"2 wk ahead inc death","2021-05-31"
"CU-select",0,"2 wk ahead inc death","2021-05-31"
"USC-SI_kJalpha",0,"2 wk ahead inc death","2021-05-31"
"LANL-GrowthRate",0,"2 wk ahead inc death","2021-05-31"
"UA-EpiCovDA",0,"2 wk ahead inc death","2021-05-31"
"DDS-NBDS",0,"2 wk ahead inc death","2021-05-31"
"JHUAPL-Bucky",0,"2 wk ahead inc death","2021-05-31"
"CovidAnalytics-DELPHI",0,"2 wk ahead inc death","2021-05-31"
"JHU_IDD-CovidSP",0,"2 wk ahead inc death","2021-05-31"
"MIT_CritData-GBCF",0,"2 wk ahead inc death","2021-05-31"
"Karlen-pypm",0.278751293106491,"2 wk ahead cum death","2021-05-31"
"LNQ-ens1",0.201960318401792,"2 wk ahead cum death","2021-05-31"
"BPagano-RtDriven",0.203807171832459,"2 wk ahead cum death","2021-05-31"
"CEID-Walk",0.315118271031519,"2 wk ahead cum death","2021-05-31"
"OliverWyman-Navigator",0,"2 wk ahead cum death","2021-05-31"
"UMass-MechBayes",0,"2 wk ahead cum death","2021-05-31"
"epiforecasts-ensemble1",0,"2 wk ahead cum death","2021-05-31"
"SteveMcConnell-CovidComplete",0,"2 wk ahead cum death","2021-05-31"
"LANL-GrowthRate",0,"2 wk ahead cum death","2021-05-31"
"USC-SI_kJalpha",0,"2 wk ahead cum death","2021-05-31"
"UA-EpiCovDA",0,"2 wk ahead cum death","2021-05-31"
"DDS-NBDS",0,"2 wk ahead cum death","2021-05-31"
"MIT_CritData-GBCF",0,"2 wk ahead cum death","2021-05-31"
"RobertWalraven-ESG",0,"2 wk ahead cum death","2021-05-31"
"CovidAnalytics-DELPHI",0,"2 wk ahead cum death","2021-05-31"
"JHUAPL-Bucky",0,"2 wk ahead cum death","2021-05-31"
"CU-select",0,"2 wk ahead cum death","2021-05-31"
"Covid19Sim-Simulator",0,"2 wk ahead cum death","2021-05-31"
"JHU_IDD-CovidSP",0,"2 wk ahead cum death","2021-05-31"
"CU-select",0.445643710243219,"2 wk ahead inc case","2021-05-31"
"LNQ-ens1",0.260758193294922,"2 wk ahead inc case","2021-05-31"
"Karlen-pypm",0.162961037366592,"2 wk ahead inc case","2021-05-31"
"LANL-GrowthRate",0,"2 wk ahead inc case","2021-05-31"
"JHUAPL-Bucky",0,"2 wk ahead inc case","2021-05-31"
"UVA-Ensemble",0,"2 wk ahead inc case","2021-05-31"
"RobertWalraven-ESG",0,"2 wk ahead inc case","2021-05-31"
"JHU_CSSE-DECOM",0,"2 wk ahead inc case","2021-05-31"
"USC-SI_kJalpha",0,"2 wk ahead inc case","2021-05-31"
"CovidAnalytics-DELPHI",0,"2 wk ahead inc case","2021-05-31"
"IEM_MED-CovidProject",0,"2 wk ahead inc case","2021-05-31"
"BPagano-RtDriven",0,"2 wk ahead inc case","2021-05-31"
"Covid19Sim-Simulator",0,"2 wk ahead inc case","2021-05-31"
"CEID-Walk",0,"2 wk ahead inc case","2021-05-31"
"JHU_IDD-CovidSP",0,"2 wk ahead inc case","2021-05-31"
"Karlen-pypm",0.26507601853587,"1 wk ahead inc death","2021-05-31"
"UMass-MechBayes",0.266524850777746,"1 wk ahead inc death","2021-05-31"
"RobertWalraven-ESG",0.227635640656619,"1 wk ahead inc death","2021-05-31"
"JHU_CSSE-DECOM",0.171218339560803,"1 wk ahead inc death","2021-05-31"
"epiforecasts-ensemble1",0.0673368056875713,"1 wk ahead inc death","2021-05-31"
"LNQ-ens1",0,"1 wk ahead inc death","2021-05-31"
"BPagano-RtDriven",0,"1 wk ahead inc death","2021-05-31"
"SteveMcConnell-CovidComplete",0,"1 wk ahead inc death","2021-05-31"
"CEID-Walk",0,"1 wk ahead inc death","2021-05-31"
"LANL-GrowthRate",0,"1 wk ahead inc death","2021-05-31"
"CU-select",0,"1 wk ahead inc death","2021-05-31"
"USC-SI_kJalpha",0,"1 wk ahead inc death","2021-05-31"
"Covid19Sim-Simulator",0,"1 wk ahead inc death","2021-05-31"
"UA-EpiCovDA",0,"1 wk ahead inc death","2021-05-31"
"DDS-NBDS",0,"1 wk ahead inc death","2021-05-31"
"CovidAnalytics-DELPHI",0,"1 wk ahead inc death","2021-05-31"
"JHUAPL-Bucky",0,"1 wk ahead inc death","2021-05-31"
"JHU_IDD-CovidSP",0,"1 wk ahead inc death","2021-05-31"
"MIT_CritData-GBCF",0,"1 wk ahead inc death","2021-05-31"
"LNQ-ens1",0.304606426392527,"1 wk ahead cum death","2021-05-31"
"Karlen-pypm",0.209486000590043,"1 wk ahead cum death","2021-05-31"
"BPagano-RtDriven",0.127773588596984,"1 wk ahead cum death","2021-05-31"
"CEID-Walk",0.358010110542974,"1 wk ahead cum death","2021-05-31"
"epiforecasts-ensemble1",0,"1 wk ahead cum death","2021-05-31"
"MIT_CritData-GBCF",0,"1 wk ahead cum death","2021-05-31"
"LANL-GrowthRate",0,"1 wk ahead cum death","2021-05-31"
"SteveMcConnell-CovidComplete",0,"1 wk ahead cum death","2021-05-31"
"UMass-MechBayes",0,"1 wk ahead cum death","2021-05-31"
"USC-SI_kJalpha",0,"1 wk ahead cum death","2021-05-31"
"DDS-NBDS",0,"1 wk ahead cum death","2021-05-31"
"UA-EpiCovDA",0,"1 wk ahead cum death","2021-05-31"
"CovidAnalytics-DELPHI",0,"1 wk ahead cum death","2021-05-31"
"RobertWalraven-ESG",0,"1 wk ahead cum death","2021-05-31"
"JHUAPL-Bucky",0,"1 wk ahead cum death","2021-05-31"
"CU-select",0,"1 wk ahead cum death","2021-05-31"
"Covid19Sim-Simulator",0,"1 wk ahead cum death","2021-05-31"
"JHU_IDD-CovidSP",0,"1 wk ahead cum death","2021-05-31"
"Karlen-pypm",0.515711187034133,"1 wk ahead inc case","2021-05-31"
"LNQ-ens1",0.14414524718367,"1 wk ahead inc case","2021-05-31"
"CU-select",0.284192893932672,"1 wk ahead inc case","2021-05-31"
"LANL-GrowthRate",0,"1 wk ahead inc case","2021-05-31"
"RobertWalraven-ESG",0,"1 wk ahead inc case","2021-05-31"
"IEM_MED-CovidProject",0,"1 wk ahead inc case","2021-05-31"
"JHU_CSSE-DECOM",0,"1 wk ahead inc case","2021-05-31"
"JHUAPL-Bucky",0,"1 wk ahead inc case","2021-05-31"
"BPagano-RtDriven",0,"1 wk ahead inc case","2021-05-31"
"UVA-Ensemble",0,"1 wk ahead inc case","2021-05-31"
"USC-SI_kJalpha",0,"1 wk ahead inc case","2021-05-31"
"Covid19Sim-Simulator",0,"1 wk ahead inc case","2021-05-31"
"CEID-Walk",0,"1 wk ahead inc case","2021-05-31"
"CovidAnalytics-DELPHI",0,"1 wk ahead inc case","2021-05-31"
"JHU_IDD-CovidSP",0,"1 wk ahead inc case","2021-05-31"
"RobertWalraven-ESG",0.00464951690019803,"4 wk ahead inc death","2021-06-07"
"UMass-MechBayes",0.0398571075646322,"4 wk ahead inc death","2021-06-07"
"LNQ-ens1",0.122537943978169,"4 wk ahead inc death","2021-06-07"
"JHU_CSSE-DECOM",0.304922545764518,"4 wk ahead inc death","2021-06-07"
"Karlen-pypm",0.229885067607826,"4 wk ahead inc death","2021-06-07"
"LANL-GrowthRate",0.0875223201147448,"4 wk ahead inc death","2021-06-07"
"OliverWyman-Navigator",0,"4 wk ahead inc death","2021-06-07"
"CU-select",0,"4 wk ahead inc death","2021-06-07"
"USC-SI_kJalpha",0,"4 wk ahead inc death","2021-06-07"
"JHUAPL-Bucky",0,"4 wk ahead inc death","2021-06-07"
"UA-EpiCovDA",0,"4 wk ahead inc death","2021-06-07"
"Covid19Sim-Simulator",0,"4 wk ahead inc death","2021-06-07"
"epiforecasts-ensemble1",0,"4 wk ahead inc death","2021-06-07"
"SteveMcConnell-CovidComplete",0,"4 wk ahead inc death","2021-06-07"
"CovidAnalytics-DELPHI",0,"4 wk ahead inc death","2021-06-07"
"BPagano-RtDriven",0,"4 wk ahead inc death","2021-06-07"
"CEID-Walk",0,"4 wk ahead inc death","2021-06-07"
"DDS-NBDS",0,"4 wk ahead inc death","2021-06-07"
"COVIDhub-baseline",0,"4 wk ahead inc death","2021-06-07"
"IEM_MED-CovidProject",0,"4 wk ahead inc death","2021-06-07"
"MIT_CritData-GBCF",0,"4 wk ahead inc death","2021-06-07"
"Karlen-pypm",0.0857865308856672,"4 wk ahead cum death","2021-06-07"
"UMass-MechBayes",0.0699950044719028,"4 wk ahead cum death","2021-06-07"
"LNQ-ens1",0.0655090667657319,"4 wk ahead cum death","2021-06-07"
"JHU_CSSE-DECOM",0.124362705745252,"4 wk ahead cum death","2021-06-07"
"OliverWyman-Navigator",0.346046870896591,"4 wk ahead cum death","2021-06-07"
"BPagano-RtDriven",0.161195104105302,"4 wk ahead cum death","2021-06-07"
"CEID-Walk",0.145992615772688,"4 wk ahead cum death","2021-06-07"
"RobertWalraven-ESG",0,"4 wk ahead cum death","2021-06-07"
"epiforecasts-ensemble1",0,"4 wk ahead cum death","2021-06-07"
"SteveMcConnell-CovidComplete",0,"4 wk ahead cum death","2021-06-07"
"LANL-GrowthRate",0,"4 wk ahead cum death","2021-06-07"
"USC-SI_kJalpha",0,"4 wk ahead cum death","2021-06-07"
"COVIDhub-baseline",0,"4 wk ahead cum death","2021-06-07"
"DDS-NBDS",0,"4 wk ahead cum death","2021-06-07"
"UA-EpiCovDA",0,"4 wk ahead cum death","2021-06-07"
"CU-select",0,"4 wk ahead cum death","2021-06-07"
"JHUAPL-Bucky",0,"4 wk ahead cum death","2021-06-07"
"Covid19Sim-Simulator",0,"4 wk ahead cum death","2021-06-07"
"CovidAnalytics-DELPHI",0,"4 wk ahead cum death","2021-06-07"
"MIT_CritData-GBCF",0,"4 wk ahead cum death","2021-06-07"
"CovidAnalytics-DELPHI",0.00467722036165524,"4 wk ahead inc case","2021-06-07"
"CU-select",0.186169411975116,"4 wk ahead inc case","2021-06-07"
"UVA-Ensemble",0.0569365099498252,"4 wk ahead inc case","2021-06-07"
"USC-SI_kJalpha",0.0986815490476372,"4 wk ahead inc case","2021-06-07"
"Karlen-pypm",0.0962043853337348,"4 wk ahead inc case","2021-06-07"
"LNQ-ens1",0.139875655814803,"4 wk ahead inc case","2021-06-07"
"JHUAPL-Bucky",0,"4 wk ahead inc case","2021-06-07"
"RobertWalraven-ESG",0,"4 wk ahead inc case","2021-06-07"
"LANL-GrowthRate",0,"4 wk ahead inc case","2021-06-07"
"Covid19Sim-Simulator",0,"4 wk ahead inc case","2021-06-07"
"BPagano-RtDriven",0,"4 wk ahead inc case","2021-06-07"
"COVIDhub-baseline",0,"4 wk ahead inc case","2021-06-07"
"JHU_CSSE-DECOM",0,"4 wk ahead inc case","2021-06-07"
"IEM_MED-CovidProject",0,"4 wk ahead inc case","2021-06-07"
"CEID-Walk",0,"4 wk ahead inc case","2021-06-07"
"UMass-MechBayes",0.1255889945645,"3 wk ahead inc death","2021-06-07"
"Karlen-pypm",0.149843013801562,"3 wk ahead inc death","2021-06-07"
"LNQ-ens1",0.0479916869619454,"3 wk ahead inc death","2021-06-07"
"RobertWalraven-ESG",0.127129147853048,"3 wk ahead inc death","2021-06-07"
"JHU_CSSE-DECOM",0.236633018359501,"3 wk ahead inc death","2021-06-07"
"BPagano-RtDriven",0.0667698416468866,"3 wk ahead inc death","2021-06-07"
"USC-SI_kJalpha",0.138102733000153,"3 wk ahead inc death","2021-06-07"
"epiforecasts-ensemble1",0.0479826759513317,"3 wk ahead inc death","2021-06-07"
"LANL-GrowthRate",0,"3 wk ahead inc death","2021-06-07"
"SteveMcConnell-CovidComplete",0,"3 wk ahead inc death","2021-06-07"
"Covid19Sim-Simulator",0,"3 wk ahead inc death","2021-06-07"
"CU-select",0,"3 wk ahead inc death","2021-06-07"
"OliverWyman-Navigator",0,"3 wk ahead inc death","2021-06-07"
"UA-EpiCovDA",0,"3 wk ahead inc death","2021-06-07"
"JHUAPL-Bucky",0,"3 wk ahead inc death","2021-06-07"
"CEID-Walk",0,"3 wk ahead inc death","2021-06-07"
"CovidAnalytics-DELPHI",0,"3 wk ahead inc death","2021-06-07"
"DDS-NBDS",0,"3 wk ahead inc death","2021-06-07"
"COVIDhub-baseline",0,"3 wk ahead inc death","2021-06-07"
"IEM_MED-CovidProject",0,"3 wk ahead inc death","2021-06-07"
"JHU_IDD-CovidSP",0,"3 wk ahead inc death","2021-06-07"
"MIT_CritData-GBCF",0,"3 wk ahead inc death","2021-06-07"
"Karlen-pypm",0.403336281048109,"3 wk ahead cum death","2021-06-07"
"LNQ-ens1",0.247729788938086,"3 wk ahead cum death","2021-06-07"
"BPagano-RtDriven",0.349500073736591,"3 wk ahead cum death","2021-06-07"
"UMass-MechBayes",0,"3 wk ahead cum death","2021-06-07"
"OliverWyman-Navigator",0,"3 wk ahead cum death","2021-06-07"
"epiforecasts-ensemble1",0,"3 wk ahead cum death","2021-06-07"
"CEID-Walk",0,"3 wk ahead cum death","2021-06-07"
"SteveMcConnell-CovidComplete",0,"3 wk ahead cum death","2021-06-07"
"COVIDhub-baseline",0,"3 wk ahead cum death","2021-06-07"
"USC-SI_kJalpha",0,"3 wk ahead cum death","2021-06-07"
"LANL-GrowthRate",0,"3 wk ahead cum death","2021-06-07"
"UA-EpiCovDA",0,"3 wk ahead cum death","2021-06-07"
"RobertWalraven-ESG",0,"3 wk ahead cum death","2021-06-07"
"MIT_CritData-GBCF",0,"3 wk ahead cum death","2021-06-07"
"DDS-NBDS",0,"3 wk ahead cum death","2021-06-07"
"CU-select",0,"3 wk ahead cum death","2021-06-07"
"JHUAPL-Bucky",0,"3 wk ahead cum death","2021-06-07"
"CovidAnalytics-DELPHI",0,"3 wk ahead cum death","2021-06-07"
"Covid19Sim-Simulator",0,"3 wk ahead cum death","2021-06-07"
"JHU_IDD-CovidSP",0,"3 wk ahead cum death","2021-06-07"
"Karlen-pypm",0.281989262286738,"3 wk ahead inc case","2021-06-07"
"CU-select",0.301013596867227,"3 wk ahead inc case","2021-06-07"
"LNQ-ens1",0.167650945001428,"3 wk ahead inc case","2021-06-07"
"LANL-GrowthRate",0,"3 wk ahead inc case","2021-06-07"
"JHUAPL-Bucky",0,"3 wk ahead inc case","2021-06-07"
"UVA-Ensemble",0,"3 wk ahead inc case","2021-06-07"
"USC-SI_kJalpha",0,"3 wk ahead inc case","2021-06-07"
"RobertWalraven-ESG",0,"3 wk ahead inc case","2021-06-07"
"CovidAnalytics-DELPHI",0,"3 wk ahead inc case","2021-06-07"
"JHU_CSSE-DECOM",0,"3 wk ahead inc case","2021-06-07"
"BPagano-RtDriven",0,"3 wk ahead inc case","2021-06-07"
"JHU_IDD-CovidSP",0,"3 wk ahead inc case","2021-06-07"
"Covid19Sim-Simulator",0,"3 wk ahead inc case","2021-06-07"
"IEM_MED-CovidProject",0,"3 wk ahead inc case","2021-06-07"
"COVIDhub-baseline",0,"3 wk ahead inc case","2021-06-07"
"CEID-Walk",0,"3 wk ahead inc case","2021-06-07"
"Karlen-pypm",0.396399851815252,"2 wk ahead inc death","2021-06-07"
"UMass-MechBayes",0.199552260306412,"2 wk ahead inc death","2021-06-07"
"RobertWalraven-ESG",0.299277297551989,"2 wk ahead inc death","2021-06-07"
"BPagano-RtDriven",0.0991473702924168,"2 wk ahead inc death","2021-06-07"
"LNQ-ens1",0,"2 wk ahead inc death","2021-06-07"
"JHU_CSSE-DECOM",0,"2 wk ahead inc death","2021-06-07"
"epiforecasts-ensemble1",0,"2 wk ahead inc death","2021-06-07"
"SteveMcConnell-CovidComplete",0,"2 wk ahead inc death","2021-06-07"
"LANL-GrowthRate",0,"2 wk ahead inc death","2021-06-07"
"CU-select",0,"2 wk ahead inc death","2021-06-07"
"USC-SI_kJalpha",0,"2 wk ahead inc death","2021-06-07"
"Covid19Sim-Simulator",0,"2 wk ahead inc death","2021-06-07"
"UA-EpiCovDA",0,"2 wk ahead inc death","2021-06-07"
"CEID-Walk",0,"2 wk ahead inc death","2021-06-07"
"JHUAPL-Bucky",0,"2 wk ahead inc death","2021-06-07"
"DDS-NBDS",0,"2 wk ahead inc death","2021-06-07"
"COVIDhub-baseline",0,"2 wk ahead inc death","2021-06-07"
"IEM_MED-CovidProject",0,"2 wk ahead inc death","2021-06-07"
"CovidAnalytics-DELPHI",0,"2 wk ahead inc death","2021-06-07"
"JHU_IDD-CovidSP",0,"2 wk ahead inc death","2021-06-07"
"MIT_CritData-GBCF",0,"2 wk ahead inc death","2021-06-07"
"LNQ-ens1",0.342746657899664,"2 wk ahead cum death","2021-06-07"
"Karlen-pypm",0.3538852623755,"2 wk ahead cum death","2021-06-07"
"BPagano-RtDriven",0.222215747431725,"2 wk ahead cum death","2021-06-07"
"epiforecasts-ensemble1",0.0815508310843368,"2 wk ahead cum death","2021-06-07"
"UMass-MechBayes",0,"2 wk ahead cum death","2021-06-07"
"COVIDhub-baseline",0,"2 wk ahead cum death","2021-06-07"
"CEID-Walk",0,"2 wk ahead cum death","2021-06-07"
"MIT_CritData-GBCF",0,"2 wk ahead cum death","2021-06-07"
"SteveMcConnell-CovidComplete",0,"2 wk ahead cum death","2021-06-07"
"LANL-GrowthRate",0,"2 wk ahead cum death","2021-06-07"
"USC-SI_kJalpha",0,"2 wk ahead cum death","2021-06-07"
"UA-EpiCovDA",0,"2 wk ahead cum death","2021-06-07"
"DDS-NBDS",0,"2 wk ahead cum death","2021-06-07"
"RobertWalraven-ESG",0,"2 wk ahead cum death","2021-06-07"
"JHUAPL-Bucky",0,"2 wk ahead cum death","2021-06-07"
"CovidAnalytics-DELPHI",0,"2 wk ahead cum death","2021-06-07"
"CU-select",0,"2 wk ahead cum death","2021-06-07"
"Covid19Sim-Simulator",0,"2 wk ahead cum death","2021-06-07"
"JHU_IDD-CovidSP",0,"2 wk ahead cum death","2021-06-07"
"Karlen-pypm",0.46634365727568,"2 wk ahead inc case","2021-06-07"
"CU-select",0.304575541678172,"2 wk ahead inc case","2021-06-07"
"LNQ-ens1",0.122870689969181,"2 wk ahead inc case","2021-06-07"
"LANL-GrowthRate",0,"2 wk ahead inc case","2021-06-07"
"RobertWalraven-ESG",0,"2 wk ahead inc case","2021-06-07"
"JHUAPL-Bucky",0,"2 wk ahead inc case","2021-06-07"
"JHU_CSSE-DECOM",0,"2 wk ahead inc case","2021-06-07"
"UVA-Ensemble",0,"2 wk ahead inc case","2021-06-07"
"BPagano-RtDriven",0,"2 wk ahead inc case","2021-06-07"
"UChicagoCHATTOPADHYAY-UnIT",0,"2 wk ahead inc case","2021-06-07"
"USC-SI_kJalpha",0,"2 wk ahead inc case","2021-06-07"
"Covid19Sim-Simulator",0,"2 wk ahead inc case","2021-06-07"
"IEM_MED-CovidProject",0,"2 wk ahead inc case","2021-06-07"
"COVIDhub-baseline",0,"2 wk ahead inc case","2021-06-07"
"JHU_IDD-CovidSP",0,"2 wk ahead inc case","2021-06-07"
"CEID-Walk",0,"2 wk ahead inc case","2021-06-07"
"CovidAnalytics-DELPHI",0,"2 wk ahead inc case","2021-06-07"
"Karlen-pypm",0.286252385188466,"1 wk ahead inc death","2021-06-07"
"UMass-MechBayes",0.235544137072123,"1 wk ahead inc death","2021-06-07"
"BPagano-RtDriven",-0.00159357808185008,"1 wk ahead inc death","2021-06-07"
"Microsoft-DeepSTIA",0.212221631956413,"1 wk ahead inc death","2021-06-07"
"JHU_CSSE-DECOM",0.194623522953759,"1 wk ahead inc death","2021-06-07"
"LNQ-ens1",0.068384886420871,"1 wk ahead inc death","2021-06-07"
"SteveMcConnell-CovidComplete",0,"1 wk ahead inc death","2021-06-07"
"RobertWalraven-ESG",0,"1 wk ahead inc death","2021-06-07"
"LANL-GrowthRate",0,"1 wk ahead inc death","2021-06-07"
"UA-EpiCovDA",0,"1 wk ahead inc death","2021-06-07"
"CU-select",0,"1 wk ahead inc death","2021-06-07"
"MUNI-ARIMA",0,"1 wk ahead inc death","2021-06-07"
"USC-SI_kJalpha",0,"1 wk ahead inc death","2021-06-07"
"Covid19Sim-Simulator",0,"1 wk ahead inc death","2021-06-07"
"CEID-Walk",0,"1 wk ahead inc death","2021-06-07"
"DDS-NBDS",0,"1 wk ahead inc death","2021-06-07"
"CovidAnalytics-DELPHI",0,"1 wk ahead inc death","2021-06-07"
"JHUAPL-Bucky",0,"1 wk ahead inc death","2021-06-07"
"COVIDhub-baseline",0,"1 wk ahead inc death","2021-06-07"
"IHME-CurveFit",0,"1 wk ahead inc death","2021-06-07"
"epiforecasts-ensemble1",0,"1 wk ahead inc death","2021-06-07"
"JHU_IDD-CovidSP",0,"1 wk ahead inc death","2021-06-07"
"MIT_CritData-GBCF",0,"1 wk ahead inc death","2021-06-07"
"LNQ-ens1",0.429691102692001,"1 wk ahead cum death","2021-06-07"
"Karlen-pypm",0.257525033749107,"1 wk ahead cum death","2021-06-07"
"MIT_CritData-GBCF",0.312784252468783,"1 wk ahead cum death","2021-06-07"
"BPagano-RtDriven",0,"1 wk ahead cum death","2021-06-07"
"Microsoft-DeepSTIA",0,"1 wk ahead cum death","2021-06-07"
"SteveMcConnell-CovidComplete",0,"1 wk ahead cum death","2021-06-07"
"CEID-Walk",0,"1 wk ahead cum death","2021-06-07"
