"models","params","target","forecast_date"
"UMass-MechBayes",0.0194691240663319,"4 wk ahead inc death","2021-04-12"
"Karlen-pypm",0.414126020257296,"4 wk ahead inc death","2021-04-12"
"RobertWalraven-ESG",-0.0805372298301083,"4 wk ahead inc death","2021-04-12"
"CU-select",0.127705660857997,"4 wk ahead inc death","2021-04-12"
"MOBS-GLEAM_COVID",0.182617385239716,"4 wk ahead inc death","2021-04-12"
"SteveMcConnell-CovidComplete",0.0323926804458209,"4 wk ahead inc death","2021-04-12"
"LNQ-ens1",0.0434530574409872,"4 wk ahead inc death","2021-04-12"
"BPagano-RtDriven",0.110705605132615,"4 wk ahead inc death","2021-04-12"
"UCSD_NEU-DeepGLEAM",0.0766754930333873,"4 wk ahead inc death","2021-04-12"
"LANL-GrowthRate",0,"4 wk ahead inc death","2021-04-12"
"epiforecasts-ensemble1",0,"4 wk ahead inc death","2021-04-12"
"USC-SI_kJalpha",0,"4 wk ahead inc death","2021-04-12"
"Microsoft-DeepSTIA",0,"4 wk ahead inc death","2021-04-12"
"UA-EpiCovDA",0,"4 wk ahead inc death","2021-04-12"
"CovidAnalytics-DELPHI",0,"4 wk ahead inc death","2021-04-12"
"Covid19Sim-Simulator",0,"4 wk ahead inc death","2021-04-12"
"JHUAPL-Bucky",0,"4 wk ahead inc death","2021-04-12"
"CEID-Walk",0,"4 wk ahead inc death","2021-04-12"
"COVIDhub-baseline",0,"4 wk ahead inc death","2021-04-12"
"MIT_CritData-GBCF",0,"4 wk ahead inc death","2021-04-12"
"DDS-NBDS",0,"4 wk ahead inc death","2021-04-12"
"UMass-MechBayes",0.264008185708607,"4 wk ahead cum death","2021-04-12"
"BPagano-RtDriven",0.23070366465072,"4 wk ahead cum death","2021-04-12"
"LNQ-ens1",0.125110207839752,"4 wk ahead cum death","2021-04-12"
"Karlen-pypm",0.285631615085794,"4 wk ahead cum death","2021-04-12"
"MOBS-GLEAM_COVID",0.095691152683243,"4 wk ahead cum death","2021-04-12"
"SteveMcConnell-CovidComplete",0,"4 wk ahead cum death","2021-04-12"
"RobertWalraven-ESG",0,"4 wk ahead cum death","2021-04-12"
"Microsoft-DeepSTIA",0,"4 wk ahead cum death","2021-04-12"
"UCSD_NEU-DeepGLEAM",0,"4 wk ahead cum death","2021-04-12"
"UA-EpiCovDA",0,"4 wk ahead cum death","2021-04-12"
"epiforecasts-ensemble1",0,"4 wk ahead cum death","2021-04-12"
"CU-select",0,"4 wk ahead cum death","2021-04-12"
"MIT_CritData-GBCF",0,"4 wk ahead cum death","2021-04-12"
"CovidAnalytics-DELPHI",0,"4 wk ahead cum death","2021-04-12"
"LANL-GrowthRate",0,"4 wk ahead cum death","2021-04-12"
"USC-SI_kJalpha",0,"4 wk ahead cum death","2021-04-12"
"Covid19Sim-Simulator",0,"4 wk ahead cum death","2021-04-12"
"CEID-Walk",0,"4 wk ahead cum death","2021-04-12"
"COVIDhub-baseline",0,"4 wk ahead cum death","2021-04-12"
"DDS-NBDS",0,"4 wk ahead cum death","2021-04-12"
"JHUAPL-Bucky",0,"4 wk ahead cum death","2021-04-12"
"UMass-MechBayes",0.467928927266881,"3 wk ahead inc death","2021-04-12"
"RobertWalraven-ESG",-0.0139838580243433,"3 wk ahead inc death","2021-04-12"
"Karlen-pypm",0.107417761289123,"3 wk ahead inc death","2021-04-12"
"MOBS-GLEAM_COVID",0.303534970258141,"3 wk ahead inc death","2021-04-12"
"CU-select",0.0313959687049567,"3 wk ahead inc death","2021-04-12"
"Microsoft-DeepSTIA",0,"3 wk ahead inc death","2021-04-12"
"LNQ-ens1",0,"3 wk ahead inc death","2021-04-12"
"SteveMcConnell-CovidComplete",0,"3 wk ahead inc death","2021-04-12"
"LANL-GrowthRate",0,"3 wk ahead inc death","2021-04-12"
"UCSD_NEU-DeepGLEAM",0,"3 wk ahead inc death","2021-04-12"
"USC-SI_kJalpha",0,"3 wk ahead inc death","2021-04-12"
"UA-EpiCovDA",0,"3 wk ahead inc death","2021-04-12"
"BPagano-RtDriven",0,"3 wk ahead inc death","2021-04-12"
"CovidAnalytics-DELPHI",0,"3 wk ahead inc death","2021-04-12"
"epiforecasts-ensemble1",0,"3 wk ahead inc death","2021-04-12"
"Covid19Sim-Simulator",0,"3 wk ahead inc death","2021-04-12"
"JHUAPL-Bucky",0,"3 wk ahead inc death","2021-04-12"
"CEID-Walk",0,"3 wk ahead inc death","2021-04-12"
"DDS-NBDS",0,"3 wk ahead inc death","2021-04-12"
"COVIDhub-baseline",0,"3 wk ahead inc death","2021-04-12"
"MIT_CritData-GBCF",0,"3 wk ahead inc death","2021-04-12"
"UMass-MechBayes",0.445713443933199,"3 wk ahead cum death","2021-04-12"
"BPagano-RtDriven",0.280714676007649,"3 wk ahead cum death","2021-04-12"
"MOBS-GLEAM_COVID",0.172788287391746,"3 wk ahead cum death","2021-04-12"
"Microsoft-DeepSTIA",0.0556443601865523,"3 wk ahead cum death","2021-04-12"
"LNQ-ens1",0.0435549413803271,"3 wk ahead cum death","2021-04-12"
"SteveMcConnell-CovidComplete",0,"3 wk ahead cum death","2021-04-12"
"RobertWalraven-ESG",0,"3 wk ahead cum death","2021-04-12"
"Karlen-pypm",0,"3 wk ahead cum death","2021-04-12"
"UA-EpiCovDA",0,"3 wk ahead cum death","2021-04-12"
"UCSD_NEU-DeepGLEAM",0,"3 wk ahead cum death","2021-04-12"
"epiforecasts-ensemble1",0,"3 wk ahead cum death","2021-04-12"
"USC-SI_kJalpha",0,"3 wk ahead cum death","2021-04-12"
"LANL-GrowthRate",0,"3 wk ahead cum death","2021-04-12"
"CovidAnalytics-DELPHI",0,"3 wk ahead cum death","2021-04-12"
"MIT_CritData-GBCF",0,"3 wk ahead cum death","2021-04-12"
"CU-select",0,"3 wk ahead cum death","2021-04-12"
"CEID-Walk",0,"3 wk ahead cum death","2021-04-12"
"DDS-NBDS",0,"3 wk ahead cum death","2021-04-12"
"COVIDhub-baseline",0,"3 wk ahead cum death","2021-04-12"
"Covid19Sim-Simulator",0,"3 wk ahead cum death","2021-04-12"
"JHUAPL-Bucky",0,"3 wk ahead cum death","2021-04-12"
"UMass-MechBayes",0.257204781637499,"2 wk ahead inc death","2021-04-12"
"RobertWalraven-ESG",0.0646662983167027,"2 wk ahead inc death","2021-04-12"
"SteveMcConnell-CovidComplete",0.271847348265646,"2 wk ahead inc death","2021-04-12"
"MOBS-GLEAM_COVID",0.265017362835587,"2 wk ahead inc death","2021-04-12"
"Microsoft-DeepSTIA",0,"2 wk ahead inc death","2021-04-12"
"Karlen-pypm",0,"2 wk ahead inc death","2021-04-12"
"CU-select",0,"2 wk ahead inc death","2021-04-12"
"LNQ-ens1",0,"2 wk ahead inc death","2021-04-12"
"LANL-GrowthRate",0,"2 wk ahead inc death","2021-04-12"
"USC-SI_kJalpha",0,"2 wk ahead inc death","2021-04-12"
"CovidAnalytics-DELPHI",0,"2 wk ahead inc death","2021-04-12"
"UCSD_NEU-DeepGLEAM",0,"2 wk ahead inc death","2021-04-12"
"epiforecasts-ensemble1",0,"2 wk ahead inc death","2021-04-12"
"UA-EpiCovDA",0,"2 wk ahead inc death","2021-04-12"
"BPagano-RtDriven",0,"2 wk ahead inc death","2021-04-12"
"JHUAPL-Bucky",0,"2 wk ahead inc death","2021-04-12"
"CEID-Walk",0,"2 wk ahead inc death","2021-04-12"
"DDS-NBDS",0,"2 wk ahead inc death","2021-04-12"
"COVIDhub-baseline",0,"2 wk ahead inc death","2021-04-12"
"Covid19Sim-Simulator",0,"2 wk ahead inc death","2021-04-12"
"MIT_CritData-GBCF",0,"2 wk ahead inc death","2021-04-12"
"UMass-MechBayes",0.44448678156728,"2 wk ahead cum death","2021-04-12"
"SteveMcConnell-CovidComplete",0.107310346560615,"2 wk ahead cum death","2021-04-12"
"Karlen-pypm",0.099555399713181,"2 wk ahead cum death","2021-04-12"
"BPagano-RtDriven",0.291454423117939,"2 wk ahead cum death","2021-04-12"
"MOBS-GLEAM_COVID",0.0552425923161836,"2 wk ahead cum death","2021-04-12"
"RobertWalraven-ESG",0,"2 wk ahead cum death","2021-04-12"
"LNQ-ens1",0,"2 wk ahead cum death","2021-04-12"
"Microsoft-DeepSTIA",0,"2 wk ahead cum death","2021-04-12"
"USC-SI_kJalpha",0,"2 wk ahead cum death","2021-04-12"
"UA-EpiCovDA",0,"2 wk ahead cum death","2021-04-12"
"epiforecasts-ensemble1",0,"2 wk ahead cum death","2021-04-12"
"CovidAnalytics-DELPHI",0,"2 wk ahead cum death","2021-04-12"
"UCSD_NEU-DeepGLEAM",0,"2 wk ahead cum death","2021-04-12"
"MIT_CritData-GBCF",0,"2 wk ahead cum death","2021-04-12"
"LANL-GrowthRate",0,"2 wk ahead cum death","2021-04-12"
"CU-select",0,"2 wk ahead cum death","2021-04-12"
"CEID-Walk",0,"2 wk ahead cum death","2021-04-12"
"DDS-NBDS",0,"2 wk ahead cum death","2021-04-12"
"COVIDhub-baseline",0,"2 wk ahead cum death","2021-04-12"
"JHUAPL-Bucky",0,"2 wk ahead cum death","2021-04-12"
"Covid19Sim-Simulator",0,"2 wk ahead cum death","2021-04-12"
"UMass-MechBayes",0.75054947165067,"1 wk ahead inc death","2021-04-12"
"SteveMcConnell-CovidComplete",0.15188371161027,"1 wk ahead inc death","2021-04-12"
"RobertWalraven-ESG",0,"1 wk ahead inc death","2021-04-12"
"Microsoft-DeepSTIA",0,"1 wk ahead inc death","2021-04-12"
"LNQ-ens1",0,"1 wk ahead inc death","2021-04-12"
"Karlen-pypm",0,"1 wk ahead inc death","2021-04-12"
"MOBS-GLEAM_COVID",0,"1 wk ahead inc death","2021-04-12"
"CovidAnalytics-DELPHI",0,"1 wk ahead inc death","2021-04-12"
"USC-SI_kJalpha",0,"1 wk ahead inc death","2021-04-12"
"UA-EpiCovDA",0,"1 wk ahead inc death","2021-04-12"
"BPagano-RtDriven",0,"1 wk ahead inc death","2021-04-12"
"LANL-GrowthRate",0,"1 wk ahead inc death","2021-04-12"
"CU-select",0,"1 wk ahead inc death","2021-04-12"
"epiforecasts-ensemble1",0,"1 wk ahead inc death","2021-04-12"
"CEID-Walk",0,"1 wk ahead inc death","2021-04-12"
"JHUAPL-Bucky",0,"1 wk ahead inc death","2021-04-12"
"UCSD_NEU-DeepGLEAM",0,"1 wk ahead inc death","2021-04-12"
"COVIDhub-baseline",0,"1 wk ahead inc death","2021-04-12"
"DDS-NBDS",0,"1 wk ahead inc death","2021-04-12"
"Covid19Sim-Simulator",0,"1 wk ahead inc death","2021-04-12"
"MIT_CritData-GBCF",0,"1 wk ahead inc death","2021-04-12"
"Karlen-pypm",0.502317309732783,"1 wk ahead cum death","2021-04-12"
"UMass-MechBayes",0.412305584699839,"1 wk ahead cum death","2021-04-12"
"LNQ-ens1",0.0853921118298135,"1 wk ahead cum death","2021-04-12"
"SteveMcConnell-CovidComplete",0,"1 wk ahead cum death","2021-04-12"
"MOBS-GLEAM_COVID",0,"1 wk ahead cum death","2021-04-12"
"Microsoft-DeepSTIA",0,"1 wk ahead cum death","2021-04-12"
"BPagano-RtDriven",0,"1 wk ahead cum death","2021-04-12"
"CovidAnalytics-DELPHI",0,"1 wk ahead cum death","2021-04-12"
"UA-EpiCovDA",0,"1 wk ahead cum death","2021-04-12"
"USC-SI_kJalpha",0,"1 wk ahead cum death","2021-04-12"
"epiforecasts-ensemble1",0,"1 wk ahead cum death","2021-04-12"
"COVIDhub-baseline",0,"1 wk ahead cum death","2021-04-12"
"RobertWalraven-ESG",0,"1 wk ahead cum death","2021-04-12"
"UCSD_NEU-DeepGLEAM",0,"1 wk ahead cum death","2021-04-12"
"CEID-Walk",0,"1 wk ahead cum death","2021-04-12"
"LANL-GrowthRate",0,"1 wk ahead cum death","2021-04-12"
"MIT_CritData-GBCF",0,"1 wk ahead cum death","2021-04-12"
"DDS-NBDS",0,"1 wk ahead cum death","2021-04-12"
"CU-select",0,"1 wk ahead cum death","2021-04-12"
"JHUAPL-Bucky",0,"1 wk ahead cum death","2021-04-12"
"Covid19Sim-Simulator",0,"1 wk ahead cum death","2021-04-12"
"UMass-MechBayes",0.220381899842451,"4 wk ahead inc death","2021-04-19"
"Karlen-pypm",0.0309898134368938,"4 wk ahead inc death","2021-04-19"
"RobertWalraven-ESG",0.00489471549016364,"4 wk ahead inc death","2021-04-19"
"MOBS-GLEAM_COVID",0.219903481746919,"4 wk ahead inc death","2021-04-19"
"CU-select",0.141327901208223,"4 wk ahead inc death","2021-04-19"
"LNQ-ens1",0.0048652942404138,"4 wk ahead inc death","2021-04-19"
"USC-SI_kJalpha",0.0901914661062635,"4 wk ahead inc death","2021-04-19"
"SteveMcConnell-CovidComplete",0.127392732570858,"4 wk ahead inc death","2021-04-19"
"UCSD_NEU-DeepGLEAM",0,"4 wk ahead inc death","2021-04-19"
"UA-EpiCovDA",0,"4 wk ahead inc death","2021-04-19"
"Microsoft-DeepSTIA",0,"4 wk ahead inc death","2021-04-19"
"LANL-GrowthRate",0,"4 wk ahead inc death","2021-04-19"
"CovidAnalytics-DELPHI",0,"4 wk ahead inc death","2021-04-19"
"BPagano-RtDriven",0,"4 wk ahead inc death","2021-04-19"
"epiforecasts-ensemble1",0,"4 wk ahead inc death","2021-04-19"
"Covid19Sim-Simulator",0,"4 wk ahead inc death","2021-04-19"
"JHUAPL-Bucky",0,"4 wk ahead inc death","2021-04-19"
"CEID-Walk",0,"4 wk ahead inc death","2021-04-19"
"DDS-NBDS",0,"4 wk ahead inc death","2021-04-19"
"COVIDhub-baseline",0,"4 wk ahead inc death","2021-04-19"
"MIT_CritData-GBCF",0,"4 wk ahead inc death","2021-04-19"
"UMass-MechBayes",0.27263074264408,"4 wk ahead cum death","2021-04-19"
"RobertWalraven-ESG",0.0476372282790822,"4 wk ahead cum death","2021-04-19"
"MOBS-GLEAM_COVID",0.141036698765839,"4 wk ahead cum death","2021-04-19"
"BPagano-RtDriven",0.208830612713175,"4 wk ahead cum death","2021-04-19"
"SteveMcConnell-CovidComplete",0.0309261403971673,"4 wk ahead cum death","2021-04-19"
"Microsoft-DeepSTIA",0.047358457264977,"4 wk ahead cum death","2021-04-19"
"LNQ-ens1",0.0597678745943528,"4 wk ahead cum death","2021-04-19"
"Karlen-pypm",0.190904680804872,"4 wk ahead cum death","2021-04-19"
"UCSD_NEU-DeepGLEAM",0,"4 wk ahead cum death","2021-04-19"
"USC-SI_kJalpha",0,"4 wk ahead cum death","2021-04-19"
"UA-EpiCovDA",0,"4 wk ahead cum death","2021-04-19"
"CU-select",0,"4 wk ahead cum death","2021-04-19"
"LANL-GrowthRate",0,"4 wk ahead cum death","2021-04-19"
"epiforecasts-ensemble1",0,"4 wk ahead cum death","2021-04-19"
"CovidAnalytics-DELPHI",0,"4 wk ahead cum death","2021-04-19"
"MIT_CritData-GBCF",0,"4 wk ahead cum death","2021-04-19"
"CEID-Walk",0,"4 wk ahead cum death","2021-04-19"
"Covid19Sim-Simulator",0,"4 wk ahead cum death","2021-04-19"
"DDS-NBDS",0,"4 wk ahead cum death","2021-04-19"
"COVIDhub-baseline",0,"4 wk ahead cum death","2021-04-19"
"JHUAPL-Bucky",0,"4 wk ahead cum death","2021-04-19"
"LNQ-ens1",0.765186301254649,"4 wk ahead inc case","2021-04-19"
"LANL-GrowthRate",-0.0632112222883794,"4 wk ahead inc case","2021-04-19"
"IEM_MED-CovidProject",0.543649979368345,"4 wk ahead inc case","2021-04-19"
"COVIDhub-baseline",0,"4 wk ahead inc case","2021-04-19"
"CEID-Walk",0,"4 wk ahead inc case","2021-04-19"
"MOBS-GLEAM_COVID",0,"4 wk ahead inc case","2021-04-19"
"JHU_CSSE-DECOM",0,"4 wk ahead inc case","2021-04-19"
"CU-select",0,"4 wk ahead inc case","2021-04-19"
"USC-SI_kJalpha",0,"4 wk ahead inc case","2021-04-19"
"Karlen-pypm",0,"4 wk ahead inc case","2021-04-19"
"Microsoft-DeepSTIA",0,"4 wk ahead inc case","2021-04-19"
"UVA-Ensemble",0,"4 wk ahead inc case","2021-04-19"
"RobertWalraven-ESG",0,"4 wk ahead inc case","2021-04-19"
"BPagano-RtDriven",0,"4 wk ahead inc case","2021-04-19"
"JHUAPL-Bucky",0,"4 wk ahead inc case","2021-04-19"
"Covid19Sim-Simulator",0,"4 wk ahead inc case","2021-04-19"
"CovidAnalytics-DELPHI",0,"4 wk ahead inc case","2021-04-19"
"UMass-MechBayes",0.416720653180819,"3 wk ahead inc death","2021-04-19"
"RobertWalraven-ESG",0.00455524116724323,"3 wk ahead inc death","2021-04-19"
"MOBS-GLEAM_COVID",0.3067260428333,"3 wk ahead inc death","2021-04-19"
"CU-select",0.159889207504271,"3 wk ahead inc death","2021-04-19"
"Microsoft-DeepSTIA",0,"3 wk ahead inc death","2021-04-19"
"Karlen-pypm",0,"3 wk ahead inc death","2021-04-19"
"LNQ-ens1",0,"3 wk ahead inc death","2021-04-19"
"LANL-GrowthRate",0,"3 wk ahead inc death","2021-04-19"
"USC-SI_kJalpha",0,"3 wk ahead inc death","2021-04-19"
"UCSD_NEU-DeepGLEAM",0,"3 wk ahead inc death","2021-04-19"
"SteveMcConnell-CovidComplete",0,"3 wk ahead inc death","2021-04-19"
"CovidAnalytics-DELPHI",0,"3 wk ahead inc death","2021-04-19"
"UA-EpiCovDA",0,"3 wk ahead inc death","2021-04-19"
"epiforecasts-ensemble1",0,"3 wk ahead inc death","2021-04-19"
"BPagano-RtDriven",0,"3 wk ahead inc death","2021-04-19"
"JHUAPL-Bucky",0,"3 wk ahead inc death","2021-04-19"
"CEID-Walk",0,"3 wk ahead inc death","2021-04-19"
"DDS-NBDS",0,"3 wk ahead inc death","2021-04-19"
"Covid19Sim-Simulator",0,"3 wk ahead inc death","2021-04-19"
"COVIDhub-baseline",0,"3 wk ahead inc death","2021-04-19"
"MIT_CritData-GBCF",0,"3 wk ahead inc death","2021-04-19"
"UMass-MechBayes",0.505859331398156,"3 wk ahead cum death","2021-04-19"
"RobertWalraven-ESG",0.073729737282961,"3 wk ahead cum death","2021-04-19"
"MOBS-GLEAM_COVID",0.202101131816659,"3 wk ahead cum death","2021-04-19"
"Karlen-pypm",0.216868837826211,"3 wk ahead cum death","2021-04-19"
"SteveMcConnell-CovidComplete",0,"3 wk ahead cum death","2021-04-19"
"Microsoft-DeepSTIA",0,"3 wk ahead cum death","2021-04-19"
"BPagano-RtDriven",0,"3 wk ahead cum death","2021-04-19"
"LNQ-ens1",0,"3 wk ahead cum death","2021-04-19"
"USC-SI_kJalpha",0,"3 wk ahead cum death","2021-04-19"
"UA-EpiCovDA",0,"3 wk ahead cum death","2021-04-19"
"UCSD_NEU-DeepGLEAM",0,"3 wk ahead cum death","2021-04-19"
"LANL-GrowthRate",0,"3 wk ahead cum death","2021-04-19"
"CovidAnalytics-DELPHI",0,"3 wk ahead cum death","2021-04-19"
"epiforecasts-ensemble1",0,"3 wk ahead cum death","2021-04-19"
"CU-select",0,"3 wk ahead cum death","2021-04-19"
"MIT_CritData-GBCF",0,"3 wk ahead cum death","2021-04-19"
"CEID-Walk",0,"3 wk ahead cum death","2021-04-19"
"DDS-NBDS",0,"3 wk ahead cum death","2021-04-19"
"JHUAPL-Bucky",0,"3 wk ahead cum death","2021-04-19"
"COVIDhub-baseline",0,"3 wk ahead cum death","2021-04-19"
"Covid19Sim-Simulator",0,"3 wk ahead cum death","2021-04-19"
"LNQ-ens1",0.246667355768379,"3 wk ahead inc case","2021-04-19"
"IEM_MED-CovidProject",0.182556824470099,"3 wk ahead inc case","2021-04-19"
"LANL-GrowthRate",0.0164657776723107,"3 wk ahead inc case","2021-04-19"
"CU-select",0.296485307701571,"3 wk ahead inc case","2021-04-19"
"JHU_CSSE-DECOM",0.244994117040312,"3 wk ahead inc case","2021-04-19"
"USC-SI_kJalpha",0.168830180659333,"3 wk ahead inc case","2021-04-19"
"COVIDhub-baseline",0,"3 wk ahead inc case","2021-04-19"
"CEID-Walk",0,"3 wk ahead inc case","2021-04-19"
"Microsoft-DeepSTIA",0,"3 wk ahead inc case","2021-04-19"
"MOBS-GLEAM_COVID",0,"3 wk ahead inc case","2021-04-19"
"Karlen-pypm",0,"3 wk ahead inc case","2021-04-19"
"UVA-Ensemble",0,"3 wk ahead inc case","2021-04-19"
"RobertWalraven-ESG",0,"3 wk ahead inc case","2021-04-19"
"BPagano-RtDriven",0,"3 wk ahead inc case","2021-04-19"
"Covid19Sim-Simulator",0,"3 wk ahead inc case","2021-04-19"
"JHUAPL-Bucky",0,"3 wk ahead inc case","2021-04-19"
"CovidAnalytics-DELPHI",0,"3 wk ahead inc case","2021-04-19"
"UMass-MechBayes",0.480543519547608,"2 wk ahead inc death","2021-04-19"
"RobertWalraven-ESG",0.0723424467451762,"2 wk ahead inc death","2021-04-19"
"MOBS-GLEAM_COVID",0.35987369836133,"2 wk ahead inc death","2021-04-19"
"LANL-GrowthRate",0,"2 wk ahead inc death","2021-04-19"
"Microsoft-DeepSTIA",0,"2 wk ahead inc death","2021-04-19"
"LNQ-ens1",0,"2 wk ahead inc death","2021-04-19"
"USC-SI_kJalpha",0,"2 wk ahead inc death","2021-04-19"
"SteveMcConnell-CovidComplete",0,"2 wk ahead inc death","2021-04-19"
"CU-select",0,"2 wk ahead inc death","2021-04-19"
"CovidAnalytics-DELPHI",0,"2 wk ahead inc death","2021-04-19"
"Karlen-pypm",0,"2 wk ahead inc death","2021-04-19"
"UCSD_NEU-DeepGLEAM",0,"2 wk ahead inc death","2021-04-19"
"IHME-CurveFit",0,"2 wk ahead inc death","2021-04-19"
"UA-EpiCovDA",0,"2 wk ahead inc death","2021-04-19"
"epiforecasts-ensemble1",0,"2 wk ahead inc death","2021-04-19"
"CEID-Walk",0,"2 wk ahead inc death","2021-04-19"
"MITCovAlliance-SIR",0,"2 wk ahead inc death","2021-04-19"
"BPagano-RtDriven",0,"2 wk ahead inc death","2021-04-19"
"COVIDhub-baseline",0,"2 wk ahead inc death","2021-04-19"
"JHUAPL-Bucky",0,"2 wk ahead inc death","2021-04-19"
"DDS-NBDS",0,"2 wk ahead inc death","2021-04-19"
"Covid19Sim-Simulator",0,"2 wk ahead inc death","2021-04-19"
"MIT_CritData-GBCF",0,"2 wk ahead inc death","2021-04-19"
"UMass-MechBayes",0.523915520792772,"2 wk ahead cum death","2021-04-19"
"Karlen-pypm",0.214975123693299,"2 wk ahead cum death","2021-04-19"
"MOBS-GLEAM_COVID",0.260050191247967,"2 wk ahead cum death","2021-04-19"
"SteveMcConnell-CovidComplete",0,"2 wk ahead cum death","2021-04-19"
"LNQ-ens1",0,"2 wk ahead cum death","2021-04-19"
"Microsoft-DeepSTIA",0,"2 wk ahead cum death","2021-04-19"
"USC-SI_kJalpha",0,"2 wk ahead cum death","2021-04-19"
"RobertWalraven-ESG",0,"2 wk ahead cum death","2021-04-19"
"BPagano-RtDriven",0,"2 wk ahead cum death","2021-04-19"
"LANL-GrowthRate",0,"2 wk ahead cum death","2021-04-19"
"CovidAnalytics-DELPHI",0,"2 wk ahead cum death","2021-04-19"
"epiforecasts-ensemble1",0,"2 wk ahead cum death","2021-04-19"
"UA-EpiCovDA",0,"2 wk ahead cum death","2021-04-19"
"UCSD_NEU-DeepGLEAM",0,"2 wk ahead cum death","2021-04-19"
"MIT_CritData-GBCF",0,"2 wk ahead cum death","2021-04-19"
"COVIDhub-baseline",0,"2 wk ahead cum death","2021-04-19"
"CEID-Walk",0,"2 wk ahead cum death","2021-04-19"
"IHME-CurveFit",0,"2 wk ahead cum death","2021-04-19"
"CU-select",0,"2 wk ahead cum death","2021-04-19"
"DDS-NBDS",0,"2 wk ahead cum death","2021-04-19"
"JHUAPL-Bucky",0,"2 wk ahead cum death","2021-04-19"
"Covid19Sim-Simulator",0,"2 wk ahead cum death","2021-04-19"
"LNQ-ens1",0.422437425463569,"2 wk ahead inc case","2021-04-19"
"Microsoft-DeepSTIA",0.0132167510230074,"2 wk ahead inc case","2021-04-19"
"JHU_CSSE-DECOM",0.487265105096665,"2 wk ahead inc case","2021-04-19"
"IEM_MED-CovidProject",0.137436146869683,"2 wk ahead inc case","2021-04-19"
"COVIDhub-baseline",0,"2 wk ahead inc case","2021-04-19"
"USC-SI_kJalpha",0,"2 wk ahead inc case","2021-04-19"
"CEID-Walk",0,"2 wk ahead inc case","2021-04-19"
"LANL-GrowthRate",0,"2 wk ahead inc case","2021-04-19"
"CU-select",0,"2 wk ahead inc case","2021-04-19"
"Karlen-pypm",0,"2 wk ahead inc case","2021-04-19"
"MOBS-GLEAM_COVID",0,"2 wk ahead inc case","2021-04-19"
"UVA-Ensemble",0,"2 wk ahead inc case","2021-04-19"
"RobertWalraven-ESG",0,"2 wk ahead inc case","2021-04-19"
"Covid19Sim-Simulator",0,"2 wk ahead inc case","2021-04-19"
"BPagano-RtDriven",0,"2 wk ahead inc case","2021-04-19"
"JHUAPL-Bucky",0,"2 wk ahead inc case","2021-04-19"
"CovidAnalytics-DELPHI",0,"2 wk ahead inc case","2021-04-19"
"UMass-MechBayes",0.605778888411061,"1 wk ahead inc death","2021-04-19"
"Microsoft-DeepSTIA",0.12685068428079,"1 wk ahead inc death","2021-04-19"
"MOBS-GLEAM_COVID",0.200425565937801,"1 wk ahead inc death","2021-04-19"
"LNQ-ens1",0,"1 wk ahead inc death","2021-04-19"
"RobertWalraven-ESG",0,"1 wk ahead inc death","2021-04-19"
"SteveMcConnell-CovidComplete",0,"1 wk ahead inc death","2021-04-19"
"epiforecasts-ensemble1",0,"1 wk ahead inc death","2021-04-19"
"LANL-GrowthRate",0,"1 wk ahead inc death","2021-04-19"
"UA-EpiCovDA",0,"1 wk ahead inc death","2021-04-19"
"DDS-NBDS",0,"1 wk ahead inc death","2021-04-19"
"CEID-Walk",0,"1 wk ahead inc death","2021-04-19"
"USC-SI_kJalpha",0,"1 wk ahead inc death","2021-04-19"
"CU-select",0,"1 wk ahead inc death","2021-04-19"
"Karlen-pypm",0,"1 wk ahead inc death","2021-04-19"
"CovidAnalytics-DELPHI",0,"1 wk ahead inc death","2021-04-19"
"IEM_MED-CovidProject",0,"1 wk ahead inc death","2021-04-19"
"BPagano-RtDriven",0,"1 wk ahead inc death","2021-04-19"
"UCSD_NEU-DeepGLEAM",0,"1 wk ahead inc death","2021-04-19"
"JHUAPL-Bucky",0,"1 wk ahead inc death","2021-04-19"
"COVIDhub-baseline",0,"1 wk ahead inc death","2021-04-19"
"Covid19Sim-Simulator",0,"1 wk ahead inc death","2021-04-19"
"MIT_CritData-GBCF",0,"1 wk ahead inc death","2021-04-19"
"UMass-MechBayes",0.335712826347048,"1 wk ahead cum death","2021-04-19"
"Karlen-pypm",0.323095503374346,"1 wk ahead cum death","2021-04-19"
"MOBS-GLEAM_COVID",0.28192072835411,"1 wk ahead cum death","2021-04-19"
"LNQ-ens1",0.0591005102469475,"1 wk ahead cum death","2021-04-19"
"Microsoft-DeepSTIA",0,"1 wk ahead cum death","2021-04-19"
"SteveMcConnell-CovidComplete",0,"1 wk ahead cum death","2021-04-19"
"epiforecasts-ensemble1",0,"1 wk ahead cum death","2021-04-19"
"BPagano-RtDriven",0,"1 wk ahead cum death","2021-04-19"
"DDS-NBDS",0,"1 wk ahead cum death","2021-04-19"
"CEID-Walk",0,"1 wk ahead cum death","2021-04-19"
"UA-EpiCovDA",0,"1 wk ahead cum death","2021-04-19"
"USC-SI_kJalpha",0,"1 wk ahead cum death","2021-04-19"
"UCSD_NEU-DeepGLEAM",0,"1 wk ahead cum death","2021-04-19"
"LANL-GrowthRate",0,"1 wk ahead cum death","2021-04-19"
"CovidAnalytics-DELPHI",0,"1 wk ahead cum death","2021-04-19"
"MIT_CritData-GBCF",0,"1 wk ahead cum death","2021-04-19"
